label,tweet,dataset
Anger,"no 3 kaga bener banget menurut gua mah. woii mencegah perzinahan ya lu tahan napsu bego jangan minta poligami. sekate kate banget minta poligami cuma buat muasin nafsu sendiri, jerk. dan no 4 menurut gua penyampaiannya salah distu seolah olah istri ni cuma alat pemenuh kepuasan",ricco
Anger,lah adek gue udah lulus kuliah juga masih gue panggil adek. ade ade aje lu yee pagi pagi bikin emosi ni maap,ricco
Anger,poin ke 3 tolol banget anjir astagfirullah,ricco
Anger,tata lo juga bego yaa,ricco
Anger,"santai buat cowok , gak ush emosi , sabar ok. biarkan mereka menilai seperti yak apa tentang cowok , kita cukup memilih mana yg lbh cocok haha",ricco
Anger,btw perayangan ini lama lama bikin jengkel ya hmm,ricco
Anger,ih tolol ya ketakutan tantrum bocahnya dikampus sampe malem,ricco
Anger,gausah nambah emosi tad,ricco
Anger,jgn percaya org yg berpihak pd rezim bong.. cerdas dikit ga usah banyak2.. kebanyakan ttp aja tolol..,ricco
Anger,anjing!! akun tolol,ricco
Anger,"halah taik. pagi2 dibuat emosi gw, support system support system tatai anjingan",ricco
Anger,balas dendam dg cari ini mmg paling elegant,ricco
Anger,aneh lu bangsat,ricco
Anger,"iya itu kan dulu, taun lalu, sebelum tobat jadi pemuja fol ges, ngeyel banget kamu. kamu gatau saya ini pemuja fol ges, profil pake fol ges, mengakui klo fol ges itu godfather saya? kamu tolol banget sih. aku jijik banget sm kmu. capekbbggt:((",ricco
Anger,"aku benci banget sama kamu,hatimu itu bagaikan busway yg sering mengeluar masukan orang lain",ricco
Anger,mau marah ayank update gua udah tidur,ricco
Anger,"dit, gue bodoh. ranking 35/36 jadi menurut lo, apa gue paham arti md itu sendiri selain mercedes benz?",ricco
Anger,"bangsat orang yg suka minjem duit pas ditagih"" malah lari gausa dikasi ampun",ricco
Anger,"ahaha benar, pagi pagi sarapan saja. jangan marah marah, nanti lekas tua.",ricco
Anger,"emang bangsat para netizen, sampe bayi aja dihujat macam itu",ricco
Anger,biasaa ada aja org bikin emosi,ricco
Anger,kata bapak gua kl dapet mertua atau suami pola pikirnya begini di pikir pikir lg kena bukan cuman bikin sakit hati tp sakit batin dan sakit segala galanya . karena mertua atau suami yg baik gabakalan ngelakuin atau nyuruh hal bodoh,ricco
Anger,"bangsat, lu jg member malik anjim",ricco
Anger,"mungkin ngerasa gaenak pak karna gopal udah tinggi jabatannya di aafikabbogor, dan mungkin juga dikira cuma bercanda, mau negur ga berani mau marah juga ga berani mungkin gitu yaa",ricco
Anger,kalau nanti 2024 suaranya tetap dapat banyak.. berarti kalian memang pantas terhina dan jangan marah kalau dihina.,ricco
Anger,dimesjid jaga jarak..di mall desak desakan..demi kaos rebutan wooii..udah 2022 msh jg tolol..,ricco
Anger,"tolol banget gue, anjing. kok bisa kelepasan",ricco
Anger,pagi2 mmbuat emosi gan,ricco
Anger,"ada bws yg ngert tweet ku, dia ngira ak benci krna gaada moment bw tah?? ak benci krna trailernya penuh sad moments..",ricco
Anger,maless org bego dia soalnya,ricco
Anger,"faisal basri udah kesal sangat. abisnya si bakhun bela jokowi pake gigi lima, gaspol. sebelum live ngomongnya lain, pas live lain lagi. ya udah, saatnya keluarkan aji pamungkas.",ricco
Anger,"makin benci dan sebel terhadap agama2 terutama sekali agama yg entu, udah bisanya cuma bikin susah orang, ngga ada gunanya lagi..",ricco
Anger,karna kucing gua itu belum di steril jadinya dia cari kucing jalanan biar sama dia dikawinin karna kucing gua ini jantan akhirnya karna kucing gua suka main ke teras tetangga ini dan katanya suka berak sembarangan sama berisik jadinya tetangga ini marah bgt,ricco
Anger,lo berdua bego gausah rebutan,ricco
Anger,"topa tolol, bukan berarti semua orang ikut pindah",ricco
Anger,"mau apapun yang aing post di medsos ya berarti aing merasa hidup aing udah cukup , bukan buat alesan saria nginjem duit ka aing dan ga bayar hutang, makin sini kaya makin tolol aja emang orang2",ricco
Anger,"ioe la wax nga doug si yeufou xalei,lolou nga tolol",ricco
Anger,vu que wahd marah yesraf 3liya w 3amarli jibi yedkom fougeh je vis kima nebghi ana n3ish w ntweeti cha nebghi w ndir cha y gouli rassi,ricco
Anger,bego dimananyaa. eluu ihh,ricco
Anger,"eitss jangan marah marah mom, nanti asi enggak keluar",ricco
Anger,kau lagi bodoh kalau percaya papagomo yang kau panggil papa bodoh tu buat video bertaraf hollywood haha,ricco
Anger,tolol sekali jek,ricco
Anger,dan hal tolol ini gak akan gue ulang lagi,ricco
Anger,"pagi pagi udah emosi baca au kesel, gak blh ada yg bikin bian kecewa atau sedih ih",ricco
Anger,"please jangan buat gue emosi ya pagi pagi, hey para homophobic",ricco
Anger,komenannya bangsat semua,ricco
Anger,soumu bangsat.,ricco
Anger,kalo lu ky gt ya sama aja donh sama kawan2 lu itu yg kalo deadlock ujung2nya cari serep. padahal lu sendiri yg bilang kalo kawan2 lu yuh pada bego. kerja kok modelan ky gt ga nyari mandiri.,ricco
Anger,takde warning bodoh ni tikus just brushed past my leg,ricco
Anger,"aneh si, orng kalo udh cinta kdng kadar kebegoannya meningkat. maaf sender tapi jujur lo bego",ricco
Anger,goblok kau bangsat !!,ricco
Anger,aduhh ngtd gamau gue bales lg tp kesel ampe ubun2 lohh sini mendingan beb dm gue kasih tau lo dirumah kapan.. gue paranin trus gue jedotin:) pake bawa2 anak gue lagi lo bangsat!,ricco
Anger,gatau anjg kesal,ricco
Anger,ahok yang nyata pro rakyat yang kalian benci?,ricco
Anger,"apasi ngentot gajelas. mau kecil, gede juga kalo tuaan gue itu org jadi adek. tolol",ricco
Anger,maksudnya apa ya. orang ke begini sengaja atau memang bego presidennya? anj,ricco
Anger,"gue kagk,gue suka jedotin cewe gue ke lampu merah karena benci gue lamer lama banget,lbh lama lamer drpd masak mie",ricco
Anger,"cuy ajg wkkwkw tolol semua di rnjna uda paling bener emg aku cuma baca lfs aja, karakternya bener semua tida seperti di rnjna yg mostly pada problematic toxic selfish",ricco
Anger,masi pagi ni jangan bikin sy emosi,ricco
Anger,nangisin cowok muka pas2an dan attitudenya jelek is another level of tolol,ricco
Anger,saja pilih yg kontroversi. mcm saja nak suruh org benci,ricco
Anger,pertanyaan salah jawaban salah jawaban salah emosi salah emosi salah keputusan salah keputusan salah tindakan salah tindakan salah hasil salah hasil salah nasib salah nasib salah hidup salah,ricco
Anger,arghh emosi liat bang ziel,ricco
Anger,dih tolol,ricco
Anger,"gini amat punya motor kudu nyuci sendiri, ntr kotor sendiri dhehxhwh kesal",ricco
Anger,baju bodoh yg gimana sih,ricco
Anger,emosi mulu nih lansia,ricco
Anger,"kasian nih org, istilah ""anak kolong"" aja gak tw.. bisax main medsos tp malas membaca, bego beud",ricco
Anger,lah iya ya pernah agx tolol ak,ricco
Anger,mau marah,ricco
Anger,"eh, ngomong gitu di benci sama orang jepang lah jangan sampe kau ngomong gituan terus orang jepang ngangep negara kau nih gk benar etika ny",ricco
Anger,bangsat ini siapa yang setel lagu galau pagi pagi,ricco
Anger,"satu sisi teriak-teriak darurat pandemi, di sisi lain melakukan hal2 bodoh macam ini. kasian sekali nasibmu rakyat",ricco
Anger,"bohong ya, biasanya marah marah tuh gue liat",ricco
Anger,klo benci sama,ricco
Anger,"makin benci sama jumat. 24 jam termual untuk sebuah perjalanan darat, tasik cirebon tasik. sabtu udah kerja lagi, mantaaaap. badan makin ancur udah ini, tinggal tunggu matinya aja lah.",ricco
Anger,kalean apa bangsat,ricco
Anger,"adaa aja yg memancing emosi pagi""",ricco
Anger,"nyenye nye, cowok sekarang banyak yang bangsat",ricco
Anger,"aku jengkel liat si akun yunnie azza a.k.a princes manula inj mb. cari nafkah aja masih berjuang di negara orang lain, sibuukk ngejahatin circle mb ivone di tl. dr kemarin sy liatin ss tweetnya, ngefitnah terus2an.",ricco
Anger,si tolol lupa membawa seperangkat alat mandi:)),ricco
Anger,semua kadrun benci ahok. itu sdh lumrah.,ricco
Anger,"di anyara anggota dki, aku pingin macarin model kasino marah aja lucu sewotnya, apalagi pas ngerayu cewek",ricco
Anger,"benci bgt liat seorang profesional begini, keliatan bgt tukang nyinyir. emg di kedokteran gak ada kode etik yang mengatur tentang etika bersosmed ya?",ricco
Anger,"hdeuu gw marah yhh tempe digituin, pdhl tempe makanan terenak dimuka bumi inie",ricco
Anger,ngomong dari pagi kek bangsat nyusahin bngt,ricco
Anger,"disgusting. sejak kapan poligami diijinkan oleh agama buat mencegah zina? rasul juga poligami bukan sama wanita muda, tapi sama janda dan untuk melindungi mereka, bukan buat ngewe halal. tolol",ricco
Anger,jangan bodoh ya ta. dia udah hapus nmor ita. berarti dia pengen hapus ita dri hidupnya. so ita harus bisa untuk tidak peduli dengan kehidupan sosmednya. dia aja bisa masa ita gk bisa. please jadilah kuat,ricco
Anger,"undang2 bodoh pala hangguk ko dah hentam blkg, sah2 laa salah. jarak between kenderaan tuh 3 saat atau selang 3 kereta. takkan tak tau undang2 jalan raya bodo piang ngat aaiihh. meh sini keter ko aku sodok dgn backhoe 18 kali, tgk undang2 bodoh ke tak.",ricco
Anger,marah beneran ya allah,ricco
Anger,bego pelihara! yg dipelihara itu kudunya tuyul ya ceu!,ricco
Anger,"ah alibi siamah, bebeja weh teu bisa nahan sange, embung coli jadi weh predator. emosi pagi pagi.",ricco
Anger,"eps 7 saya kesal dengan gwinam ni ngapa kaga die sih? emang zombie immortal yak? udah jatoh dari lantai 4 bos, apa harus di shot gun baru die ni orang? terus namra bisa feel gwinam, tapi gwinam nggak bisa atau nggak ngerti?",ricco
Anger,emosi bgt miu tahan aku supaya ga gebuk ele,ricco
Anger,bikin gue emosi aj,ricco
Anger,"orang tuanya ; ""oh gini toh kelakuan anakku yang sebenernya"" sambil muka emosi ala sinetron yang ngomong dalem hati.",ricco
Anger,makin banyak orang tolol asu goblok,ricco
Anger,kamu aja yg tolol bin dungu..!!,ricco
Anger,"kalo bodoh jan ngajak2 org lain dah, stress",ricco
Anger,ada banget kan paniknya lo hahhaa eh eh kenapa? kirain sakit gatauny bego,ricco
Anger,oh gitu ya? kalau w mah dr awal w masa bodoh dg corences w ga minta ya tp kalau w mati dibunuh dia w ora urus berarti itu emang suratan takdir w sampai skrg aja w anti vaksin kq dr awal w anggap corences itu sama dgn flu kalau w ada gejala cukup w menjauhi org aja,ricco
Anger,pagi pagi emosi,ricco
Anger,"bodoh ya bodoh aja, tapi jangan ngajak - ngajak!",ricco
Anger,"pas mlaku ijo dikon ngucapke habede tau, ilopyu jangan marah yo tau tur nek pas oren kok kon ngucapke ngene njuk le ngomong kepie gek lanang?",ricco
Anger,taik kau goblok !! bangsat !!,ricco
Anger,kriting bego syiah laknat,ricco
Anger,"sakit hati, tapi ga berhak marah juga karena bukan siapa2",ricco
Anger,"sumpah gue benci banget orang kaya gini.. kalau g suka lebih baik diam drpd melakukan sesuatu yg bikin sakit hati, kl ibunya sampai tau gimana sakit nya anaknya digituin mb nya udah sempurna apa? benci banget sama org yg mandang fisik",ricco
Anger,bukan emyu namanya kalo ga tolol ya goblok,ricco
Anger,"males, bikin emosi",ricco
Anger,"anjing u kontol bangsat memek, munculkan lagi semua karakter yg ada di s1, lanjutkan s1, tp endingnya cacad no good",ricco
Anger,"oii mangkuk ,sblm ph 22 bln pun harga ayam lat tesco mmg 5.99 bahalol untungla kontol + bodoh free",ricco
Anger,anda memang bodoh.,ricco
Anger,"banget hehe, apalagi kalau lg tidur trus kaget rasanya kaya pengen marah marah",ricco
Anger,temen-temen gue aji mumpung semua bangsat,ricco
Anger,"ntr klo di sadap balik marah, ups.",ricco
Anger,suka marah,ricco
Anger,"apakah kamu juga harus berbuat hal yg sama pada orang lain meskipun org itu tak bersalah padamu? hanya untuk mendapat perhatian dan balas dendam? c'mon,hal tsb justru hanya akan tambah membuatmu semakin dibenci dan dijauhi. cobalah belajar utk menahan emosi dan perkataan +",ricco
Anger,"punya acara pagi bukannya disiapin dari malem atau bangun lebih awal malah milih marah marah di pagi hari, hdehh",ricco
Anger,mental lo tuh miskin banget anjingggg literan 17k giliran lo butuh baru koar koar. benci bgt dah gue kalo begini,ricco
Anger,"apa apaan ini , benci bgt pagi pagi lewat tl bikin iri dengki",ricco
Anger,kurang ajar bgt manusia yg nyebarin id tele gue di gc 'anonymous chat' yg ngcht org sange semua tolol,ricco
Anger,mba kuntil bikin emosi,ricco
Anger,jangan memancing emosi pagi pagi,ricco
Anger,"kalo dia marah sampe ngancurin barang kaya hp dia atau apa, plis tinggalin",ricco
Anger,"lah, tibe kena marah",ricco
Anger,kesel ga si anj lo tuh dibanguninnya kyk di kagetin gitu marah kan bgst emg emosi gua,ricco
Anger,"gosa bebawa mu nad, banyak yg marah. urus liga italy aje",ricco
Anger,marah marahh:(,ricco
Anger,"aku ngadu ke dia dong, tatang marah ngajak aku ke tempat ayato. disana dia langsung ngomelin ayato. ""lu jadi ketua kelompok ga becus banget sih?! malah anggota lu yg nyariin buat ngajakin kerja kelompok sampe babak belur begini diboongin preman sekolah!""",ricco
Anger,"dia diam diam benci gua, tapi dia cerita ke orang orang yang benci ke dia. dari 10 orang yang dia kenal kira kira 11 orang lah yang benci sama dia",ricco
Anger,"tapi aku gamau sambil bilang ""kalo buat manas manasin mantan mending sama bestie kakak aja biar makin berasa"" dengan nada bercanda. dianya malah.. marah. dan aku gak sadar kalo aku udah ada di.. tempat nongki gengnya.. dia fitnah aku abis2an",ricco
Anger,bangsat off target lagi,ricco
Anger,"sudah makan belum bang, janganlah marah atau sedih karena kalah..",ricco
Anger,"itulah pukimak ny cebong .. udah dy yg d bodohin, teteep jugak bilang org yg bodoh .. kepala hotak kw lah ceby",ricco
Anger,"kayaknya netizen di tiktok, jauh lebih tolol dibanding netizen sosmed lain deh",ricco
Anger,kaya gimana yaa lo tuh baik emang aslinya baik tapi selalu baik ketika keadaan ga baik baik ajah itu susah dan lo di tuntun bgtu kesempurnaan yang harus dilakuin saat lo jd idol bs bikin lo stress depresi yaa kaya gtu lah tpi giliran emosi lu udh bs sedikit demi sedikit di,ricco
Anger,tolol bgt asu,ricco
Anger,"enemy to loversnya bukan yang ""omg dulu gue benci dia tapi gegara dia bantuin gue kok gue degdegan sih ternyata dia gak seburuk yang gue kira"" tapi yang ""gue benci sama lo tapi kalau lo mati gue bakal ngehidupin lo lagi dan ngebunuh lo dengan tangan gue sendiri""",ricco
Anger,itu lengkong bego,ricco
Anger,mkd kan sudah dilapori. hukumannya cuma ditegur. bangsat kayak arteria cuma ditegur ya gak mempan.,ricco
Anger,makikan je. vvip gampang lagi tolol kayak gitu,ricco
Anger,"yang lebih sedihnya di tempat kejadian gaada yg nolong abang gw njing, dia nelpon ke bunda, pada nolong perempuan kontol bangsat tu, secantik apa dia, dia yg ditolong duluan, abang gw kakeknya robek aja gk ditolong",ricco
Anger,pen marah marah tanpa sebab,ricco
Anger,sender tolol bikin emosi aja pagi2 gini,ricco
Anger,"gue orang kota, tp tiap pulkam tuh waktu pake legging 7/8 diliatin mulu. apalagi sm yg laki, pdhl gue pake oversize hoodie ttp ngeliatnya ke daerah privacy mulu, risih lah bego. paling aneh, masa gue gowes pake sepatu di blg ""ra sah nggo sepatu, nyeker ae"" mkstlo ap njir ngatur",ricco
Anger,"gue ngetwit lumayan emosi, ampe bikin thread berantakan gini",ricco
Anger,tuhkan marah..,ricco
Anger,"gua mau nyemangatin org"", tp gua sendiri lg ga semangat, aduh keenan knp bodoh bgt si. haloo moots, tetep semangat yaa, luv u.",ricco
Anger,"ahay bocah tengil tolol, cuma pintar foya2 ngabisin hasil warisan. mumpung masih banyak warisan, terusin aja halunya.",ricco
Anger,"dibilang setia itu tuntutan. aneh bgt anjingg kalo emg udh namanya sayang mah bakal setia dgn sendirinya tanpa diminta, apalagi kl udh nikah hrsnya punya kesadaran sendiri buat setia sm pasangannya lah. tolol bgtt kesel pagipagi udh dibikin emosi",ricco
Anger,"aku bukan bermaksud nak biadab tapi ko faham tak bila dalam ramai2 adik beradik dlm rumah ni, parent ko asyik sebut nama ko je, cari barang tk jumpa pun marah ko sorang je faham tk? rasa mcm aku sorang jeke anak knp smua org x blh tngok i bhgia",ricco
Anger,"sorry to say, gk dulu deh opini nya kak. gamasuk di akal dan hati nurani soalnya. ya kalo sekali dua kali mah gpp, kalo tiap pagi(?) hmm. mending aku rusak hubungan daripada trus trusan nahan emosi jiwa nglawan rekanan gatau diri.",ricco
Anger,"pak anis for presiden? insyaallah saya dukung, why ? karena rekam jejak beliau yg baik, walaupun beliau pernah dikhianati, tapi beliau tidak dendam & membalasnya dgn pekerjaan & hasil yg baik, bukan cuma omdo & bacot yg di kedepankan, namun mengedepankan hati & kecerdasan",ricco
Anger,emang bangsat tuh yang bancaan duit rakyat. semoga azab perih menimpamu maszsehhhhh,ricco
Anger,otak mesum ya kayak gini nih. tolol,ricco
Anger,"prettytitit pencitraan lo udah sampai kelangit 7 pemprov lo kekurangan dana pajak lo hilangkan itukan aneh ,gua gak tau itu namanya dungu atau bodoh dua""nya julukan kamu!!",ricco
Anger,lebih baik gua marah dari pada benci! kalo udah benci ga bakal mau kenal lagi,ricco
Anger,electro batman emang bangsat sih,ricco
Anger,pagi2 udah dibuat emosyennnn gangerti pikirannya apa posting2 foto cewe mau marah emang yaa nyokap udah gaada tapi mau ga marah jujur pengen marah jujur jadi ga mood hari ini,ricco
Anger,blm di tuduh pki da marah lu drun.,ricco
Anger,benci bnget soalnya kepikiran bagian si kawan mninggoy abjingkkkk,ricco
Anger,si bego nyalain lilin semaleman alhasil bangun bangun dah habis,ricco
Anger,eh anjing emg baim mana baim tu rada tau ga lo? bangsat emg lu sibuk / gabut gak? menyebut oknum2 untuk digibahin (iya yg di gibahin ga cuma 1) ya allah wkwkw mbabung lu frik,ricco
Anger,"masih pagi makannya begini. pdhl baru beres sikat gigi. perut jd kembung krn minum air hampr 500ml. klo diingat - ingat kmrin g mkn berat samsek. pagi mkn roti, diskul mkn kue sm puding. pulsek.. ga ada, cm tidur. stress bgt menguras emosi. tidur tp kek tdk tidur",ricco
Anger,ramah tamah rajin marah tak mau mengalah,ricco
Anger,harusnya udah ketebak bakalan banyak kek gini.. tapi tetep aja emosi bacanya..,ricco
Anger,entah harus bersyukur karena dikasi tips atau emosi karena secara tidak langsung tertampar kenyataan,ricco
Anger,bego emang nggak bisa apa apa lu zar cuman beban doang,ricco
Anger,"keluarga besar aku, jgn risau sbb korg termakan hasutan puki lahanat adik-beradik aku.kecuali bapak si murni. kau hina si syahirah ni gile,makan gelojoh,hitam,buruk. anak kau pon gile lah bodoh lagi teruk dari syahirah.anak aku lyn baik je anak kau siall!!- ayah suratman",ricco
Anger,terserah kalian lah..apapun kata kalian pasti dibenarkan oleh yg bodoh..,ricco
Anger,apaan ini trending nft.. jijik bgt kalo mau abisin uang di hal yang gak membahayakan bumi bisa gak si tolol,ricco
Anger,gua benci sabtu,ricco
Anger,"two twts rj ni, bikin emosi,, mmpir kuy",ricco
Anger,kecewa w bangsat,ricco
Anger,"halah tolol, ngang ngeng ngong ngilang juga lo",ricco
Anger,udah lah lu tuh bodoh jadi mereka ngira lu nyogok gitu aja,ricco
Anger,"knp ya hati ini sangat marah ketika pak jokowi d fitnah ,,",ricco
Anger,gamau emosi tahan tahan,ricco
Anger,anjing babi bangsat abang gw kecelakaan pelakunya kabur setan,ricco
Anger,"lu tuh udah bodoh,pendek,ngga pinter, ngga bisa apa apa,cuman beban doang,hidup lagi haha masih mau hidup lu zar ??",ricco
Anger,"dah mulai mentalbreakdance~ lg kemarin menjauh sbntar krn ga pgn bocil kena vibe negatifku, emosi bgt smpe banting pintu kmr mandi, mandi siram kepala smbil nanges, keluar kmr mandi dah mendinganlah",ricco
Anger,pakai rasa bukan pakai logika tolol cara berpikirnya. ngajio seng jeru ojo mung neng you tube,ricco
Anger,noo waayy abang aku no no pacaran dulu nanti mama marah,ricco
Anger,kamu marah gak kalo digetok?,ricco
Anger,"uish. kena tarik pt la bang. sem 1 teruk, sem 3 tak dpt pt. selang satu sem. kes aku, pointer sem 3 bawah 2.0, sem 5 tak dpt pt. maka survive la korek saving sendiri tanpa pengetahuan ahli keluarga sbb takut kena marah haha",ricco
Anger,kalo boong aku mau marah pokoknya :(,ricco
Anger,"iya cakep, emosi nya dapet banget pagi pagi",ricco
Anger,arrgh pagi pagi emosi,ricco
Anger,si kapitalis politik yg bodoh,ricco
Anger,lu bego bgt deh asli,ricco
Anger,ah lu tolol. males bacanya,ricco
Anger,"gila ya, emosi lo aku liat komen-komennya, anjgggggg",ricco
Anger,lagi benci banget dengerin lagu bucin,ricco
Anger,pertanyaan tolol,ricco
Anger,masih bisa menanggapi dengan candaan walaupun dalemnya emosi sih wkwk,ricco
Anger,"kereta milik cm sarawak, abang johari. celaka punya vvip!! aku paling benci dengan golongan puk**k ni",ricco
Anger,"ingin kesal, tapi benar",ricco
Anger,hahahha bangsat team bingung ini diservice tp senin uda mulai kegiatan aduh gmn yak layarnya kelap kelip takut klo musti ganti trus mahal babikk takut filenya ilang kalo tau2 diinstal ulang mager nginstal2 lg mn blom dibek up mn hari sabtu tutup semua begee,ricco
Anger,kelisa tu mmg marah sampai berasap hidung,ricco
Anger,ngp y klo pc udh sold tbtb banyak yg dm nanyain masj ada apa ga knp pas udh sold bamyak yg cariirurigkekf *marah*,ricco
Anger,kalo orang uda benci sama orang yg ngroko atau ngevape bahkan pake pod keknya dimanapun tempatnya ttp benci deh,ricco
Anger,jangan marah,ricco
Anger,ws ra emosi tp weruh koe reply hawane pengen ngamok,ricco
Anger,kdrun bego tuh..,ricco
Anger,tka gak usah asal jeplak kalau tidak tahu budaya orang indonesia.. bodoh jangan di pertontonkan.. tka buzzerrp dapet berapa receh.. dasar lambe arus,ricco
Anger,benci banget gue njing sama kegiatan yang namanya bangun pagi!!,ricco
Anger,emang gak bisa kalo urusan yg menuntut kinerja profesional tuh libatin keluarga. ngegampangin bgt. mau marah jg rasa gak enakannya masih kentel. ntar yg ada ngaruh ke hub keluarga.,ricco
Anger,"emang benci bngt si kalo liat"" komen di tiktok, kalo maen tiktok jarang buka komen biar gak emosi sendiri wkwk",ricco
Anger,"dah tetiba kaitkn malaysia si bodoh libertard ni, takde lagi genocide di malaysia spt berlaku di papua sekarang lol",ricco
Anger,abang mantannya gemini ya? emosi kali kayaknya,ricco
Anger,"wes ngene wae nder serlok saiki, marakne emosi esuk2",ricco
Anger,"dah dekat 2 tahun jadi kerajaan, baru nak cakap tak setuju. kata tak setuju dari awal. so patutnya tak payah la terlibat terus. bodoh.",ricco
Anger,hukum penguasa beraninya ke rakyat kecil bangsat plus bajingan!!,ricco
Anger,wkkw ribet banget. udah paham kok di paksain jadi tolol gak paham. hadeh,ricco
Anger,mau marah aja skg udah males..,ricco
Anger,"ini bukan rp, dan juga jelas dong banyak minor plis jangan bodoh kirim ginian ke base",ricco
Anger,lu berdua sodaraan tp lg flirty tolol gini aku yg stress,ricco
Anger,"aq dh 5 kali approach..smua ke reject..sedih siot..siap depress..tu la nk ckp takut nk approach dulu x la tp effect after approach tu yg prob..klau diterima ok..lau x sedih,malu,marah semua ad..and its effect ur life..kdg rasa penat dah nk hadap",ricco
Anger,ini yang dicari. bood mah jangan marah marah. tapi healing hehe..,ricco
Anger,"hadehh, bego bgt dah",ricco
Anger,"meme gk jelas. tangganya ki step by step proses gitu harusnya, mosok random, bego banget.",ricco
Anger,masi pagi bikin emosi aje,ricco
Anger,lu ga lebih dri org iri yg kebetulan tolol.,ricco
Anger,kek orang tolol,ricco
Anger,"jd inget kmrn, niat masuk kamar mandi mau pake pembalut tp malah pipis. pas udh pipis pembalut nya kaga dipake. emosi sama diri sendiri",ricco
Anger,"woy tolong lah mu klo lgi tolol, tololnya kebangetan banget",ricco
Anger,"makin kesini ya makin yaudahlah ya serah deh mau gmna pokonya kalau udh dibuat kcewa ya lepasin ,ga dendam cuma ya udah gtu aja ,jdi cukup tau aja lah ,intinya ga bisa sama orang yg ga bsa nghargaiin orng lain,,",ricco
Anger,"tidak peduli, marah, ataupun kesal ketika grup lawan memenangkan award. karena itu, netizen geram dengan tingkah ""sok hebat"" dari rae. beberapa netizen berkomentar positif maupun negatif, apa-apaan dia!? baru saja debut sudah sok-sok an",ricco
Anger,"kenapa sih, dapat yg tulus maunya yg brengsek bodoh",ricco
Anger,"kek apa ya gasuka sm teman yang ngasih tau tapi kaya sambil marah marah gitu, apa ga bisa kalem gitu",ricco
Anger,"bayangin aja ryo: ani sihh aced: tau tuh, kena marah kan lyan: lah kok aku?? berakhir gelut bertiga",ricco
Anger,"nggak nunggu lebaran pak,minggu bsk sdh mgatur2 org kerja,keluar rumah dan ngatur2 shaft masjid lagi. diusik terus, dibuat tidak adil terus. umat islam selain penyabar, jg bisa marah. jgn ditanya gmn kalau sdh marah.",ricco
Anger,pagi-pagi bangsat,ricco
Anger,record of youth walau gue benci bgt sama endingnya,ricco
Anger,syaraf bin edan..g puny malu goblok cebong tolol sama dngn s mukidi,ricco
Anger,"kalo pasangannya tau, bakal marah nggak ya?",ricco
Anger,kucing apa anjg bangsat,ricco
Anger,bangsat banget!!,ricco
Anger,itu namanya pembodohan.. kok mau ya kdrt dihalalkan demi menutupi aib pria.. ini ustazah bodoh.. bukannya membela kaum perempuan malah memberikan kesempatan pria besar kepala..,ricco
Anger,"iyaa bestie tp saya ky orang bego kalo online, ini krn banyak yg positif soalnya:(",ricco
Anger,"rawedi di benci, ramekso dikonco. be your self ngadek jejek tampo basa basi.",ricco
Anger,bukan emosian mba tapi bikin emosi,ricco
Anger,"kamu yang tolol + kayak tytyd. ngejawab tapi ga rinci, pakar apaan kek gitu, iq 69. emang saya ngomong klo saya ateis? saya kan nebak skrip kamu, pasti kamu bakal ngatain saya bukan ateis gegaran ga follow akun ateis. dan benar tebakan saya",ricco
Anger,"dulu pernah install tiktok gr2 pandemic, iseng di rumah nganggur mo ngapain, tp begitu lht komen2ny gw kyk kebawa ikutan ""downgrade"", gw miskin, gw mgkn bego, tapi ga sehina itu, ngehujat org pakai komentar2 yg kl lo baca, 'heh, serius ini org indo yg komen'?",ricco
Anger,srs benci giler dgn org yg tak sabar n tak hormat cuti org.,ricco
Anger,"berarti gravity probe-b sudah menyerah? oke. fix. kamu ini baperan, bodoh dan ingin terlihat pinter. ngaku psnteis, yang dibicarakan perasaan. huek. pakai simbol biar kelihatan anak pinter ngerti atom, padahal nggak tahu apa2. malu aku malu, karena ketahuan bohong",ricco
Anger,punya lama guna sonicator. pastu semalam najmi cakap tahu tak sonicator ni boleh buat jadi mandul? i was like aneh aneh lah dia ni. pastu tanya akmal. akmal iya kan. benci aa tanya diorang ni double confirm kat google dengan adnin. tipu je diorang ni,ricco
Anger,"dari subuh udh ga mood, pas main ml pun jdi emosi an",ricco
Anger,"begini nih kalau punya netizen goblok banget! ini bahas bola apa mau bahas tentang apa?! emang lazio gak di roma?! pinter dikit kenapa? apa harus semua di jelaskan sejelas jelasnya?! kalau kagak paham diem, jgn norak! kalau bilang lazio ibukota prancis nahh protes gpp. tolol.",ricco
Anger,"akhh kenapa bang mark ganteng banget bangsat di mv child, pengen gw gak bisa",ricco
Anger,lo ngerti nggak drun dia sdg menjalankan krj sbg anggota dewan yg dpt hak impunitas. kadrun bego bgt sih. klo si edi mulyadi udh jelas menghina luar biasa merendahkan dgn nyebut kata2 binatang dan setan. lo kau gt dong aja nggak ngerti drun..,ricco
Anger,"pram said ini lgu buat kalian, yang punya rumah tapi terpaksa pergi karna suatu keadaan bangsat itu aku",ricco
Anger,"maklum mereka sdh pada gila semua .. gila cari untung untuk pindah ibu kota gila cari untung dengan uang pasokan aseng gila cari untung dengan akhir masa jabatan lalu sama sama rampok nkri, bangsat..",ricco
Anger,agak kesal tp gapapa,ricco
